E00487:410:HWJG5CCXY:3:1101:9181:2135	35SEXT	94.595	37	2	0	34	70	7896	7860	1.74e-12	58.0
E00487:410:HWJG5CCXY:3:1101:6705:2170	35SEXT	92.857	28	2	0	1	28	4132	4105	1.34e-07	40.1
E00487:410:HWJG5CCXY:3:1101:10805:2170	35SEXT	97.297	37	1	0	28	64	7896	7860	6.42e-15	65.9
E00487:410:HWJG5CCXY:3:1101:10805:2170	35SEXT	92.857	28	2	0	1	28	4132	4105	3.67e-07	40.1
E00487:410:HWJG5CCXY:3:1101:20344:2170	35SEXT	100.000	35	0	0	30	64	7894	7860	4.11e-16	69.9
E00487:410:HWJG5CCXY:3:1101:20344:2170	35SEXT	100.000	29	0	0	1	29	4132	4104	1.56e-12	58.0
E00487:410:HWJG5CCXY:3:1101:23084:2170	35SEXT	100.000	71	0	0	1	71	4132	4062	2.33e-37	141
E00487:410:HWJG5CCXY:3:1101:23084:2170	35SEXT	100.000	35	0	0	71	105	7894	7860	7.10e-16	69.9
E00487:410:HWJG5CCXY:3:1101:25885:2170	35SEXT	100.000	38	0	0	29	66	7897	7860	6.90e-18	75.8
E00487:410:HWJG5CCXY:3:1101:25885:2170	35SEXT	100.000	28	0	0	1	28	4132	4105	6.41e-12	56.0
E00487:410:HWJG5CCXY:3:1101:10328:2188	35SEXT	100.000	43	0	0	1	43	4132	4090	8.80e-21	85.7
E00487:410:HWJG5CCXY:3:1101:10328:2188	35SEXT	100.000	40	0	0	40	79	7899	7860	5.43e-19	79.8
E00487:410:HWJG5CCXY:3:1101:13119:2206	35SEXT	98.000	150	3	0	1	150	4132	3983	3.59e-77	274
E00487:410:HWJG5CCXY:3:1101:14600:2206	35SEXT	100.000	38	0	0	1	38	4132	4095	3.63e-18	75.8
E00487:410:HWJG5CCXY:3:1101:16488:2206	35SEXT	97.619	42	1	0	1	42	4132	4091	7.75e-18	75.8
E00487:410:HWJG5CCXY:3:1101:16488:2206	35SEXT	100.000	37	0	0	37	73	7896	7860	3.06e-17	73.8
E00487:410:HWJG5CCXY:3:1101:7466:2223	35SEXT	100.000	37	0	0	29	65	7896	7860	2.68e-17	73.8
E00487:410:HWJG5CCXY:3:1101:7466:2223	35SEXT	100.000	29	0	0	1	29	4132	4104	1.59e-12	58.0
E00487:410:HWJG5CCXY:3:1101:17432:2223	35SEXT	100.000	44	0	0	29	72	4401	4358	2.00e-21	87.7
E00487:410:HWJG5CCXY:3:1101:17432:2223	35SEXT	100.000	29	0	0	1	29	4132	4104	1.79e-12	58.0
E00487:410:HWJG5CCXY:3:1101:4756:2241	35SEXT	97.436	39	1	0	34	72	7898	7860	4.71e-16	69.9
E00487:410:HWJG5CCXY:3:1101:4756:2241	35SEXT	97.059	34	1	0	1	34	4132	4099	4.54e-13	60.0
E00487:410:HWJG5CCXY:3:1101:9810:2241	35SEXT	100.000	37	0	0	29	65	7896	7860	2.68e-17	73.8
E00487:410:HWJG5CCXY:3:1101:9810:2241	35SEXT	100.000	29	0	0	1	29	4132	4104	1.59e-12	58.0
E00487:410:HWJG5CCXY:3:1101:12692:2241	35SEXT	100.000	37	0	0	30	66	7896	7860	2.73e-17	73.8
E00487:410:HWJG5CCXY:3:1101:12692:2241	35SEXT	90.625	32	3	0	1	32	4132	4101	3.81e-07	40.1
E00487:410:HWJG5CCXY:3:1101:16305:2241	35SEXT	95.833	48	2	0	36	83	7907	7860	5.74e-19	79.8
E00487:410:HWJG5CCXY:3:1101:16305:2241	35SEXT	97.297	37	1	0	1	37	4132	4096	8.63e-15	65.9
E00487:410:HWJG5CCXY:3:1101:22333:2241	35SEXT	100.000	37	0	0	36	72	7896	7860	3.02e-17	73.8
E00487:410:HWJG5CCXY:3:1101:22333:2241	35SEXT	97.222	36	1	0	1	36	4132	4097	2.90e-14	63.9
E00487:410:HWJG5CCXY:3:1101:24992:2241	35SEXT	100.000	42	0	0	1	42	4132	4091	3.23e-20	83.8
E00487:410:HWJG5CCXY:3:1101:24992:2241	35SEXT	100.000	37	0	0	38	74	7896	7860	3.11e-17	73.8
E00487:410:HWJG5CCXY:3:1101:6025:2258	35SEXT	100.000	25	0	0	1	25	1968	1944	1.66e-10	50.1
E00487:410:HWJG5CCXY:3:1101:8704:2258	35SEXT	97.143	35	1	0	34	68	7894	7860	1.07e-13	61.9
E00487:410:HWJG5CCXY:3:1101:8704:2258	35SEXT	94.118	34	2	0	1	34	4132	4099	1.04e-10	52.0
E00487:410:HWJG5CCXY:3:1101:10632:2258	35SEXT	100.000	37	0	0	29	65	7896	7860	2.68e-17	73.8
E00487:410:HWJG5CCXY:3:1101:10632:2258	35SEXT	100.000	29	0	0	1	29	4132	4104	1.59e-12	58.0
E00487:410:HWJG5CCXY:3:1101:15727:2258	35SEXT	100.000	30	0	0	1	30	4132	4103	1.01e-12	60.0
E00487:410:HWJG5CCXY:3:1101:15727:2258	35SEXT	96.552	29	1	0	50	78	7896	7868	9.71e-10	50.1
E00487:410:HWJG5CCXY:3:1101:17310:2258	35SEXT	100.000	43	0	0	29	71	7902	7860	7.80e-21	85.7
E00487:410:HWJG5CCXY:3:1101:17310:2258	35SEXT	100.000	28	0	0	1	28	4132	4105	6.97e-12	56.0
E00487:410:HWJG5CCXY:3:1101:22404:2258	35SEXT	100.000	87	0	0	1	87	3105	3019	5.71e-47	172
E00487:410:HWJG5CCXY:3:1101:6867:2276	35SEXT	100.000	39	0	0	20	58	7898	7860	1.50e-18	77.8
E00487:410:HWJG5CCXY:3:1101:7923:2276	35SEXT	97.436	39	1	0	31	69	7898	7860	4.48e-16	69.9
E00487:410:HWJG5CCXY:3:1101:7923:2276	35SEXT	100.000	34	0	0	1	34	4132	4099	1.77e-15	67.9
E00487:410:HWJG5CCXY:3:1101:22313:2276	35SEXT	100.000	38	0	0	29	66	7897	7860	6.90e-18	75.8
E00487:410:HWJG5CCXY:3:1101:22313:2276	35SEXT	100.000	28	0	0	1	28	4132	4105	6.41e-12	56.0
E00487:410:HWJG5CCXY:3:1101:8115:2294	35SEXT	100.000	37	0	0	30	66	7896	7860	2.73e-17	73.8
E00487:410:HWJG5CCXY:3:1101:8115:2294	35SEXT	100.000	32	0	0	1	32	4132	4101	2.63e-14	63.9
E00487:410:HWJG5CCXY:3:1101:18203:2294	35SEXT	100.000	37	0	0	30	66	7896	7860	2.73e-17	73.8
E00487:410:HWJG5CCXY:3:1101:18203:2294	35SEXT	100.000	32	0	0	1	32	4132	4101	2.63e-14	63.9
E00487:410:HWJG5CCXY:3:1101:5101:2311	35SEXT	98.000	150	3	0	1	150	4132	3983	3.59e-77	274
E00487:410:HWJG5CCXY:3:1101:7415:2311	35SEXT	100.000	31	0	0	45	75	7890	7860	1.20e-13	61.9
E00487:410:HWJG5CCXY:3:1101:7415:2311	35SEXT	100.000	21	0	0	1	21	4132	4112	1.12e-07	42.1
E00487:410:HWJG5CCXY:3:1101:20263:2311	35SEXT	100.000	40	0	0	36	75	7899	7860	5.12e-19	79.8
E00487:410:HWJG5CCXY:3:1101:20263:2311	35SEXT	100.000	35	0	0	1	35	4132	4098	4.93e-16	69.9
E00487:410:HWJG5CCXY:3:1101:20770:2311	35SEXT	100.000	37	0	0	30	66	7896	7860	2.73e-17	73.8
E00487:410:HWJG5CCXY:3:1101:20770:2311	35SEXT	96.875	32	1	0	1	32	4132	4101	6.41e-12	56.0
E00487:410:HWJG5CCXY:3:1101:4909:2329	35SEXT	97.368	38	1	0	29	66	7897	7860	1.68e-15	67.9
E00487:410:HWJG5CCXY:3:1101:4909:2329	35SEXT	96.429	28	1	0	1	28	4132	4105	1.56e-09	48.1
E00487:410:HWJG5CCXY:3:1101:11972:2329	35SEXT	100.000	29	0	0	1	29	4132	4104	5.97e-13	58.0
E00487:410:HWJG5CCXY:3:1101:4756:2346	35SEXT	100.000	38	0	0	30	67	7897	7860	7.03e-18	75.8
E00487:410:HWJG5CCXY:3:1101:4756:2346	35SEXT	100.000	29	0	0	1	29	4132	4104	1.65e-12	58.0
E00487:410:HWJG5CCXY:3:1101:8532:2346	35SEXT	96.667	30	1	0	1	30	4132	4103	3.86e-11	52.0
E00487:410:HWJG5CCXY:3:1101:12144:2346	35SEXT	100.000	29	0	0	1	29	4132	4104	5.97e-13	58.0
E00487:410:HWJG5CCXY:3:1101:22445:2364	35SEXT	100.000	37	0	0	30	66	7896	7860	2.73e-17	73.8
E00487:410:HWJG5CCXY:3:1101:22445:2364	35SEXT	100.000	32	0	0	1	32	4132	4101	2.63e-14	63.9
E00487:410:HWJG5CCXY:3:1101:2666:2381	35SEXT	100.000	30	0	0	1	30	4132	4103	1.58e-13	60.0
E00487:410:HWJG5CCXY:3:1101:21805:2381	35SEXT	100.000	42	0	0	1	42	4132	4091	3.23e-20	83.8
E00487:410:HWJG5CCXY:3:1101:21805:2381	35SEXT	97.297	37	1	0	38	74	7896	7860	7.58e-15	65.9
E00487:410:HWJG5CCXY:3:1101:26068:2381	35SEXT	100.000	37	0	0	30	66	7896	7860	2.73e-17	73.8
E00487:410:HWJG5CCXY:3:1101:26068:2381	35SEXT	100.000	32	0	0	1	32	4132	4101	2.63e-14	63.9
E00487:410:HWJG5CCXY:3:1101:26342:2399	35SEXT	97.143	35	1	0	32	66	7898	7864	1.11e-13	61.9
E00487:410:HWJG5CCXY:3:1101:26342:2399	35SEXT	100.000	30	0	0	1	30	4132	4103	4.39e-13	60.0
E00487:410:HWJG5CCXY:3:1101:27986:2399	35SEXT	100.000	40	0	0	1	40	4132	4093	5.28e-19	79.8
E00487:410:HWJG5CCXY:3:1101:27986:2399	35SEXT	100.000	39	0	0	39	77	7898	7860	2.08e-18	77.8
E00487:410:HWJG5CCXY:3:1101:11820:2417	35SEXT	100.000	30	0	0	29	58	7890	7861	3.60e-13	60.0
E00487:410:HWJG5CCXY:3:1101:11820:2417	35SEXT	96.429	28	1	0	1	28	4132	4105	1.37e-09	48.1
E00487:410:HWJG5CCXY:3:1101:18578:2417	35SEXT	100.000	43	0	0	1	43	4132	4090	8.80e-21	85.7
E00487:410:HWJG5CCXY:3:1101:18578:2417	35SEXT	95.000	40	2	0	40	79	7899	7860	3.23e-14	63.9
E00487:410:HWJG5CCXY:3:1101:9252:2434	35SEXT	100.000	37	0	0	29	65	7896	7860	2.68e-17	73.8
E00487:410:HWJG5CCXY:3:1101:9252:2434	35SEXT	100.000	29	0	0	1	29	4132	4104	1.59e-12	58.0
E00487:410:HWJG5CCXY:3:1101:11606:2434	35SEXT	100.000	39	0	0	34	72	7898	7860	1.93e-18	77.8
E00487:410:HWJG5CCXY:3:1101:11606:2434	35SEXT	100.000	34	0	0	1	34	4132	4099	1.86e-15	67.9
E00487:410:HWJG5CCXY:3:1101:12398:2434	35SEXT	100.000	36	0	0	35	70	7895	7860	1.15e-16	71.9
E00487:410:HWJG5CCXY:3:1101:12398:2434	35SEXT	100.000	34	0	0	1	34	4132	4099	1.80e-15	67.9
E00487:410:HWJG5CCXY:3:1101:20882:2434	35SEXT	100.000	30	0	0	1	30	4132	4103	1.58e-13	60.0
E00487:410:HWJG5CCXY:3:1101:27032:2434	35SEXT	100.000	38	0	0	34	71	7897	7860	7.51e-18	75.8
E00487:410:HWJG5CCXY:3:1101:27032:2434	35SEXT	100.000	35	0	0	1	35	4132	4098	4.63e-16	69.9
E00487:410:HWJG5CCXY:3:1101:30218:2434	35SEXT	100.000	30	0	0	1	30	4132	4103	1.58e-13	60.0
E00487:410:HWJG5CCXY:3:1101:4675:2452	35SEXT	97.297	37	1	0	36	72	7896	7860	7.35e-15	65.9
E00487:410:HWJG5CCXY:3:1101:4675:2452	35SEXT	94.444	36	2	0	1	36	4132	4097	7.08e-12	56.0
E00487:410:HWJG5CCXY:3:1101:5649:2452	35SEXT	97.619	42	1	0	1	42	4132	4091	7.87e-18	75.8
E00487:410:HWJG5CCXY:3:1101:5649:2452	35SEXT	100.000	38	0	0	37	74	7897	7860	7.87e-18	75.8
E00487:410:HWJG5CCXY:3:1101:6644:2452	35SEXT	100.000	37	0	0	29	65	7896	7860	2.68e-17	73.8
E00487:410:HWJG5CCXY:3:1101:6644:2452	35SEXT	100.000	29	0	0	1	29	4132	4104	1.59e-12	58.0
E00487:410:HWJG5CCXY:3:1101:8613:2452	35SEXT	100.000	39	0	0	34	72	7897	7859	1.93e-18	77.8
E00487:410:HWJG5CCXY:3:1101:8613:2452	35SEXT	100.000	35	0	0	1	35	4132	4098	4.71e-16	69.9
E00487:410:HWJG5CCXY:3:1101:9404:2452	35SEXT	100.000	39	0	0	31	69	7898	7860	1.84e-18	77.8
E00487:410:HWJG5CCXY:3:1101:9404:2452	35SEXT	100.000	34	0	0	1	34	4132	4099	1.77e-15	67.9
E00487:410:HWJG5CCXY:3:1101:9008:2469	35SEXT	97.436	39	1	0	30	68	7898	7860	4.41e-16	69.9
E00487:410:HWJG5CCXY:3:1101:9008:2469	35SEXT	100.000	29	0	0	1	29	4132	4104	1.68e-12	58.0
E00487:410:HWJG5CCXY:3:1101:10713:2469	35SEXT	100.000	38	0	0	31	68	7896	7859	7.15e-18	75.8
E00487:410:HWJG5CCXY:3:1101:10713:2469	35SEXT	100.000	30	0	0	1	30	4132	4103	4.25e-13	60.0
E00487:410:HWJG5CCXY:3:1101:6664:2487	35SEXT	100.000	39	0	0	1	39	4132	4094	2.05e-18	77.8
E00487:410:HWJG5CCXY:3:1101:6664:2487	35SEXT	100.000	38	0	0	39	76	7897	7860	8.12e-18	75.8
E00487:410:HWJG5CCXY:3:1101:9039:2487	35SEXT	100.000	39	0	0	22	60	7898	7860	1.56e-18	77.8
E00487:410:HWJG5CCXY:3:1101:9039:2487	35SEXT	100.000	23	0	0	1	23	4132	4110	5.52e-09	46.1
E00487:410:HWJG5CCXY:3:1101:9242:2487	35SEXT	100.000	37	0	0	29	65	7896	7860	2.68e-17	73.8
E00487:410:HWJG5CCXY:3:1101:9242:2487	35SEXT	96.552	29	1	0	1	29	4132	4104	3.88e-10	50.1
E00487:410:HWJG5CCXY:3:1101:21562:2487	35SEXT	100.000	28	0	0	1	28	4132	4105	2.25e-12	56.0
E00487:410:HWJG5CCXY:3:1101:24018:2487	35SEXT	100.000	39	0	0	37	75	7898	7860	2.02e-18	77.8
E00487:410:HWJG5CCXY:3:1101:24018:2487	35SEXT	100.000	36	0	0	1	36	4132	4097	1.25e-16	71.9
E00487:410:HWJG5CCXY:3:1101:7507:2504	35SEXT	100.000	31	0	0	1	31	4132	4102	1.09e-13	61.9
E00487:410:HWJG5CCXY:3:1101:7507:2504	35SEXT	97.143	35	1	0	31	65	7897	7863	1.09e-13	61.9
E00487:410:HWJG5CCXY:3:1101:10957:2504	35SEXT	100.000	38	0	0	34	71	7897	7860	7.51e-18	75.8
E00487:410:HWJG5CCXY:3:1101:10957:2504	35SEXT	94.286	35	2	0	1	35	4132	4098	2.75e-11	54.0
E00487:410:HWJG5CCXY:3:1101:17959:2504	35SEXT	100.000	36	0	0	1	36	4132	4097	1.19e-16	71.9
E00487:410:HWJG5CCXY:3:1101:17959:2504	35SEXT	97.297	37	1	0	36	72	7896	7860	7.35e-15	65.9
E00487:410:HWJG5CCXY:3:1101:21024:2504	35SEXT	100.000	39	0	0	31	69	7898	7860	1.84e-18	77.8
E00487:410:HWJG5CCXY:3:1101:21024:2504	35SEXT	100.000	34	0	0	1	34	4132	4099	1.77e-15	67.9
E00487:410:HWJG5CCXY:3:1101:22810:2504	35SEXT	100.000	66	0	0	4	69	4127	4062	3.31e-34	131
E00487:410:HWJG5CCXY:3:1101:22810:2504	35SEXT	98.039	51	1	0	71	121	7899	7849	7.22e-23	93.7
E00487:410:HWJG5CCXY:3:1101:23805:2504	35SEXT	100.000	38	0	0	29	66	7897	7860	6.90e-18	75.8
E00487:410:HWJG5CCXY:3:1101:23805:2504	35SEXT	100.000	28	0	0	1	28	4132	4105	6.41e-12	56.0
E00487:410:HWJG5CCXY:3:1101:25185:2504	35SEXT	100.000	36	0	0	35	70	7895	7860	1.15e-16	71.9
E00487:410:HWJG5CCXY:3:1101:25185:2504	35SEXT	97.059	34	1	0	1	34	4132	4099	4.39e-13	60.0
E00487:410:HWJG5CCXY:3:1101:31680:2504	35SEXT	100.000	37	0	0	29	65	7896	7860	2.68e-17	73.8
E00487:410:HWJG5CCXY:3:1101:31680:2504	35SEXT	100.000	29	0	0	1	29	4132	4104	1.59e-12	58.0
E00487:410:HWJG5CCXY:3:1101:12388:2522	35SEXT	100.000	30	0	0	1	30	4132	4103	3.60e-13	60.0
E00487:410:HWJG5CCXY:3:1101:31893:2522	35SEXT	100.000	37	0	0	31	67	7896	7860	2.78e-17	73.8
E00487:410:HWJG5CCXY:3:1101:31893:2522	35SEXT	100.000	30	0	0	1	30	4132	4103	4.18e-13	60.0
E00487:410:HWJG5CCXY:3:1101:3021:2540	35SEXT	97.222	36	1	0	1	36	4132	4097	1.24e-14	63.9
E00487:410:HWJG5CCXY:3:1101:9516:2540	35SEXT	100.000	35	0	0	1	35	4132	4098	4.63e-16	69.9
E00487:410:HWJG5CCXY:3:1101:9516:2540	35SEXT	97.368	38	1	0	34	71	7897	7860	1.83e-15	67.9
E00487:410:HWJG5CCXY:3:1101:9780:2540	35SEXT	100.000	37	0	0	29	65	7896	7860	2.68e-17	73.8
E00487:410:HWJG5CCXY:3:1101:9780:2540	35SEXT	100.000	29	0	0	1	29	4132	4104	1.59e-12	58.0
E00487:410:HWJG5CCXY:3:1101:13474:2540	35SEXT	100.000	37	0	0	1	37	4132	4096	3.16e-17	73.8
E00487:410:HWJG5CCXY:3:1101:13474:2540	35SEXT	97.368	38	1	0	38	75	7897	7860	1.95e-15	67.9
E00487:410:HWJG5CCXY:3:1101:15341:2540	35SEXT	97.368	38	1	0	38	75	7897	7860	1.95e-15	67.9
E00487:410:HWJG5CCXY:3:1101:15341:2540	35SEXT	97.297	37	1	0	7	43	4127	4091	7.70e-15	65.9
E00487:410:HWJG5CCXY:3:1101:18528:2540	35SEXT	100.000	45	0	0	29	73	7904	7860	5.15e-22	89.7
E00487:410:HWJG5CCXY:3:1101:18528:2540	35SEXT	100.000	28	0	0	1	28	4132	4105	7.19e-12	56.0
E00487:410:HWJG5CCXY:3:1101:19948:2540	35SEXT	100.000	43	0	0	39	81	7902	7860	9.05e-21	85.7
E00487:410:HWJG5CCXY:3:1101:19948:2540	35SEXT	100.000	40	0	0	1	40	4132	4093	5.59e-19	79.8
E00487:410:HWJG5CCXY:3:1101:20375:2540	35SEXT	97.674	43	1	0	36	78	7896	7854	3.98e-18	77.8
E00487:410:HWJG5CCXY:3:1101:20375:2540	35SEXT	97.222	36	1	0	1	36	4132	4097	5.99e-14	63.9
E00487:410:HWJG5CCXY:3:1101:2463:2557	35SEXT	100.000	28	0	0	1	28	4132	4105	2.25e-12	56.0
E00487:410:HWJG5CCXY:3:1101:3214:2557	35SEXT	96.552	29	1	0	1	29	4132	4104	1.46e-10	50.1
E00487:410:HWJG5CCXY:3:1101:12165:2557	35SEXT	100.000	38	0	0	29	66	7897	7860	6.90e-18	75.8
E00487:410:HWJG5CCXY:3:1101:12165:2557	35SEXT	100.000	28	0	0	1	28	4132	4105	6.41e-12	56.0
